treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,videotheek,(huis)arts,tandarts,fitnesscentrum,bibliotheek
"['Diemen', '2,1 kilometer', 'IJburg Zuid']","['Shell Station Kriterion', '2,4 kilometer', 'IJburg Zuid']","['Multi Tokorien IJburg', '810 meter', 'IJburg Zuid']","['Willibrord Kath Basisschool voor Ontwikkelingsgericht Onderwijs', '68 meter', 'IJburg Zuid']","['Blij-Land Kinderdagverblijf', '251 meter', 'IJburg Zuid']","['LUCA Praktijkschool', '3,5 kilometer', 'IJburg Zuid']","['Café Blond B.V.', '1,5 kilometer', 'IJburg Zuid']","['Movie MAX Moviestores', '3,9 kilometer', 'IJburg Zuid']","['DokterDennis', '393 meter', 'IJburg Zuid']","['Familie Clinique Rieteiland', '163 meter', 'IJburg Zuid']","['Fitness Center IJburg BV', '332 meter', 'IJburg Zuid']","['Internationaal Instituut voor Sociale Geschiedenis', '4,1 kilometer', 'IJburg Zuid']"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Centraal', '1,6 kilometer', 'Grachtengordel-Zuid']","['Total Selfservicestation De Pijp', '1,7 kilometer', 'Grachtengordel-Zuid']","['Lite & Dark BV', '272 meter', 'Grachtengordel-Zuid']","['Hulpjuf.nl', '255 meter', 'Grachtengordel-Zuid']","['Baboffel Kinderdagverblijf', '254 meter', 'Grachtengordel-Zuid']","['Luzac College Amsterdam', '701 meter', 'Grachtengordel-Zuid']","['Biecht De', '163 meter', 'Grachtengordel-Zuid']","['Twin Film', '896 meter', 'Grachtengordel-Zuid']","['Huygen M F', '375 meter', 'Grachtengordel-Zuid']","['Meulen Eline van der', '86 meter', 'Grachtengordel-Zuid']","['Fitness First Nederland BV', '317 meter', 'Grachtengordel-Zuid']","['Zeemanshoop Koninklijk College', '693 meter', 'Grachtengordel-Zuid']"
"['Amsterdam RAI', '849 meter', 'Scheldebuurt']","['Douwes & Van der Sluis BV', '501 meter', 'Scheldebuurt']","['Albert Heijn', '173 meter', 'Scheldebuurt']","['6e Montessorischool Anne Frank', '156 meter', 'Scheldebuurt']","['Atlantis', '7 meter', 'Scheldebuurt']","['Luzac Lyceum Amsterdam', '386 meter', 'Scheldebuurt']","['Japans Eetcafé Hakata Senpachi', '240 meter', 'Scheldebuurt']","['Filmclub Videotheek Cinemagic', '831 meter', 'Scheldebuurt']","['Afev', '301 meter', 'Scheldebuurt']","['Tandarts A M de Groot', '131 meter', 'Scheldebuurt']","['Kenpo Karate Academy', '638 meter', 'Scheldebuurt']","['Theosofische Bibliotheek', '1,3 kilometer', 'Scheldebuurt']"
,,,,,,,,,,,
"['Amsterdam Sloterdijk', '1,5 kilometer', 'Slotermeer-Zuidwest']","['Total Selfservicestation Vlughtlaan', '764 meter', 'Slotermeer-Zuidwest']","['Gaziantef Serif Oglu', '372 meter', 'Slotermeer-Zuidwest']","['Veerkracht - Gereformeerde Basisschool', '265 meter', 'Slotermeer-Zuidwest']","['PVO Immanuel', '356 meter', 'Slotermeer-Zuidwest']","['Wissel De', '1,2 kilometer', 'Slotermeer-Zuidwest']","['Brothers Coffee Roastery', '151 meter', 'Slotermeer-Zuidwest']","['Tetauni Videotheek', '2,6 kilometer', 'Slotermeer-Zuidwest']","['Mulder D E', '470 meter', 'Slotermeer-Zuidwest']","['Marit Klingler', '1,0 kilometer', 'Slotermeer-Zuidwest']","[""Doel Lady's Only Fitnesscentrum Het"", '1,2 kilometer', 'Slotermeer-Zuidwest']","['Bibliotheca Philosophica Hermetica', '4,5 kilometer', 'Slotermeer-Zuidwest']"
,,,,,,,,,,,
"['Amsterdam Centraal', '836 meter', 'Burgwallen-Oude Zijde']","['Texaco Bem BV Selfservice', '1,2 kilometer', 'Burgwallen-Oude Zijde']","['Haussmann BV The', '80 meter', 'Burgwallen-Oude Zijde']","['Basisschool Sint Antonius', '577 meter', 'Burgwallen-Oude Zijde']","['Gastouder Alexandra', '366 meter', 'Burgwallen-Oude Zijde']","['Amsterdamsche School De', '494 meter', 'Burgwallen-Oude Zijde']","['Nes-Café', '22 meter', 'Burgwallen-Oude Zijde']","['Weng Joeng Hong', '560 meter', 'Burgwallen-Oude Zijde']","['Huisartsenpraktijk Heijnen & De Meij', '191 meter', 'Burgwallen-Oude Zijde']","['HQ Medical Travel', '350 meter', 'Burgwallen-Oude Zijde']","['PCH Fitness', '377 meter', 'Burgwallen-Oude Zijde']","['Zeemanshoop Koninklijk College', '515 meter', 'Burgwallen-Oude Zijde']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Zuid', '2,0 kilometer', 'Museumkwartier']","['Hobbemakade Shell Station', '599 meter', 'Museumkwartier']","['Superstar Market', '511 meter', 'Museumkwartier']","['KunstKrul', '501 meter', 'Museumkwartier']","['KDV De Hoogvlieger', '26 meter', 'Museumkwartier']","['Montessori Lyceum Amsterdam (mavo)', '17 meter', 'Museumkwartier']","['Loetje Café', '77 meter', 'Museumkwartier']","['Filmclub Cinemagic', '567 meter', 'Museumkwartier']","['Schulte M', '164 meter', 'Museumkwartier']","['Tandartspraktijk Zuidas', '233 meter', 'Museumkwartier']","['Urban Wellness Concepts BV', '619 meter', 'Museumkwartier']","['Boekmanstichting Bibliotheek', '1,4 kilometer', 'Museumkwartier']"
"['Amsterdam Muiderpoort', '1,2 kilometer', 'Middenmeer']","['Mobil Station Zeist', '742 meter', 'Middenmeer']","['Cappadocia', '799 meter', 'Middenmeer']","['Katholieke Basisschool Lidwina', '179 meter', 'Middenmeer']","['Kinderopvang Watergraafsmeer Centraal Bureau', '88 meter', 'Middenmeer']","['Onderwijsstichting Esprit', '418 meter', 'Middenmeer']","[""Elsa's Eetcafé"", '381 meter', 'Middenmeer']","['Movie MAX Moviestores', '1,4 kilometer', 'Middenmeer']","['Gi-Med', '134 meter', 'Middenmeer']","['Tan Drs S P', '91 meter', 'Middenmeer']","['Duofit Fitnesscentrum', '683 meter', 'Middenmeer']","['Internationaal Instituut voor Sociale Geschiedenis', '2,0 kilometer', 'Middenmeer']"
"['Amsterdam Lelylaan', '1,7 kilometer', 'Osdorp-Oost']","['Texaco Benzinestation Osdorp', '725 meter', 'Osdorp-Oost']","['Sadaf Supermarkt', '417 meter', 'Osdorp-Oost']","['Kraemerschool Prof dr H', '739 meter', 'Osdorp-Oost']","['BSO Klik Klak', '469 meter', 'Osdorp-Oost']","['Calandlyceum', '958 meter', 'Osdorp-Oost']","[""Pitje Bruin Café 't"", '707 meter', 'Osdorp-Oost']","['Sloterplas Cinema Super Videotheek De', '1,3 kilometer', 'Osdorp-Oost']","['Reinds en Hogewind Huisartsen', '570 meter', 'Osdorp-Oost']","['Tandarts Bozia', '352 meter', 'Osdorp-Oost']","['Meer & Vaart Fitness', '275 meter', 'Osdorp-Oost']","['Praktizijns Sociëteit Bibliotheek', '4,6 kilometer', 'Osdorp-Oost']"
,,,,,,,,,,,
"['Amsterdam RAI', '1,0 kilometer', 'Apollobuurt']","['Hobbemakade Shell Station', '531 meter', 'Apollobuurt']","['Albert Heijn', '685 meter', 'Apollobuurt']","['Donge Openbare Basisschool', '522 meter', 'Apollobuurt']","['Alexandra Tylee', '334 meter', 'Apollobuurt']","['Vossius Gymnasium', '125 meter', 'Apollobuurt']","['Japans Eetcafé Hakata Senpachi', '278 meter', 'Apollobuurt']","['Filmclub Videotheek Cinemagic', '861 meter', 'Apollobuurt']","['Afev', '222 meter', 'Apollobuurt']","['Baare J de', '70 meter', 'Apollobuurt']","['Apollo Health & Fitness', '360 meter', 'Apollobuurt']","['Praktizijns Sociëteit Bibliotheek', '1,2 kilometer', 'Apollobuurt']"
"['Amsterdam Centraal', '1,3 kilometer', 'Grachtengordel-Zuid']","['Texaco Bem BV Selfservice', '1,5 kilometer', 'Grachtengordel-Zuid']","['Appels en Peren', '24 meter', 'Grachtengordel-Zuid']","['Hulpjuf.nl', '206 meter', 'Grachtengordel-Zuid']","['Baboffel Kinderdagverblijf', '333 meter', 'Grachtengordel-Zuid']","['Luzac College Amsterdam', '685 meter', 'Grachtengordel-Zuid']","['Festival Café', '44 meter', 'Grachtengordel-Zuid']","['Weng Joeng Hong', '879 meter', 'Grachtengordel-Zuid']","['Huisartsenpraktijk Zwanenburgwal', '164 meter', 'Grachtengordel-Zuid']","['Hoonhout Tandarts Chris', '95 meter', 'Grachtengordel-Zuid']","['Fit2Fit Sports and Healthclub', '60 meter', 'Grachtengordel-Zuid']","['Zeemanshoop Koninklijk College', '349 meter', 'Grachtengordel-Zuid']"
"['Amsterdam RAI', '1,5 kilometer', 'Nieuwe Pijp']","['Total Selfservicestation De Pijp', '173 meter', 'Nieuwe Pijp']","['Daily Fresh & Go BV', '703 meter', 'Nieuwe Pijp']","['KunstKrul', '247 meter', 'Nieuwe Pijp']","['Speeltoren Kinderdagverblijf', '79 meter', 'Nieuwe Pijp']","['Montessori Lyceum Amsterdam', '221 meter', 'Nieuwe Pijp']","[""Dopey's Elixer Café"", '85 meter', 'Nieuwe Pijp']","['Filmclub Videotheek Cinemagic', '176 meter', 'Nieuwe Pijp']","['Prins en Tan Huisartspraktijk', '323 meter', 'Nieuwe Pijp']","['Tandarts & Mondhygienepraktijk Annemarie Goud', '36 meter', 'Nieuwe Pijp']","['Kenpo Karate Academy', '69 meter', 'Nieuwe Pijp']","['Theosofische Bibliotheek', '900 meter', 'Nieuwe Pijp']"
"['Amsterdam Amstel', '937 meter', 'Rijnbuurt']","['Douwes & Van der Sluis BV', '682 meter', 'Rijnbuurt']","['Albert Heijn', '830 meter', 'Rijnbuurt']","['Catharinaschool Sint', '371 meter', 'Rijnbuurt']","['Kinderdagverblijf Bartele', '23 meter', 'Rijnbuurt']","['Luzac Lyceum Amsterdam', '699 meter', 'Rijnbuurt']","[""Narretje Bar Bodega 't"", '45 meter', 'Rijnbuurt']","['Videoland', '1,3 kilometer', 'Rijnbuurt']","['Groepspraktijk Trompenburg', '290 meter', 'Rijnbuurt']","['Tandarts B.M.H. van den Berg', '132 meter', 'Rijnbuurt']","['Yorbody Ladyfit', '136 meter', 'Rijnbuurt']","['Theosofische Bibliotheek', '1,3 kilometer', 'Rijnbuurt']"
"['Amsterdam Zuid', '2,3 kilometer', 'Museumkwartier']","['Texaco Bem BV Selfservice', '1,2 kilometer', 'Museumkwartier']","['British General Stores', '431 meter', 'Museumkwartier']","['Cornelis Vrijschool', '225 meter', 'Museumkwartier']","['Willem Sparkje Kinderdagverblijf', '183 meter', 'Museumkwartier']","['Barlaeusgymnasium', '638 meter', 'Museumkwartier']","['Gruter Café', '263 meter', 'Museumkwartier']","['Asian Music Palace', '1,2 kilometer', 'Museumkwartier']","['Lion & Hauser Huisartsen', '416 meter', 'Museumkwartier']","['Welsenes Dr W van Tandartspraktijk', '185 meter', 'Museumkwartier']","['Body Desk Fit-Center', '65 meter', 'Museumkwartier']","['Boekmanstichting Bibliotheek', '1,2 kilometer', 'Museumkwartier']"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam RAI', '2,1 kilometer', 'Oude Pijp']","['Hobbemakade Shell Station', '745 meter', 'Oude Pijp']","['Superstar Market', '224 meter', 'Oude Pijp']","['Oscar Carré Kunstmagneetschool', '342 meter', 'Oude Pijp']","[""Guusje's Zonnekinderen"", '105 meter', 'Oude Pijp']","['Montessori Lyceum Amsterdam (mavo)', '282 meter', 'Oude Pijp']","['Kleincafe', '70 meter', 'Oude Pijp']","['Filmclub Cinemagic', '488 meter', 'Oude Pijp']","['Hominum', '95 meter', 'Oude Pijp']","['Laan Lia C J L', '201 meter', 'Oude Pijp']","['Your Future Fitness Center', '486 meter', 'Oude Pijp']","['Theosofische Bibliotheek', '1,2 kilometer', 'Oude Pijp']"
"['Amsterdam Centraal', '1,5 kilometer', 'Spaarndammer- en Zeeheldenbuurt']","['BP Nieuwe Hemweg', '1,6 kilometer', 'Spaarndammer- en Zeeheldenbuurt']","['Spar Supermarkt', '150 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Alles in 1 school De Zeeheld', '138 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Opvang Thuis', '107 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Eilanden De', '308 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Clown Café-Koffiehuis De', '499 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Videoplaza/Video International', '889 meter', 'Spaarndammer- en Zeeheldenbuurt']","['A.L.L. huisarts', '189 meter', 'Spaarndammer- en Zeeheldenbuurt']","['PKH Tandarts', '213 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Selsa', '703 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Bibliotheca Philosophica Hermetica', '1,6 kilometer', 'Spaarndammer- en Zeeheldenbuurt']"
"['Amsterdam Lelylaan', '1,4 kilometer', 'Hoofdweg en omgeving']","['Zwarte Pomp BV', '915 meter', 'Hoofdweg en omgeving']","['CCCP Amsterdam', '185 meter', 'Hoofdweg en omgeving']","['Visserschool Dr J Th de', '398 meter', 'Hoofdweg en omgeving']","['The Nanny Amsterdam', '243 meter', 'Hoofdweg en omgeving']","['ABC Het', '456 meter', 'Hoofdweg en omgeving']","['Remana Theehuis', '364 meter', 'Hoofdweg en omgeving']","['Asian Music Palace', '666 meter', 'Hoofdweg en omgeving']","['Kolenberg Huisartsenpraktijk', '223 meter', 'Hoofdweg en omgeving']","['VOOGT tandheelkunde', '180 meter', 'Hoofdweg en omgeving']","['Brightside Fitness & Fysiotherapie', '530 meter', 'Hoofdweg en omgeving']","['Bibliotheca Philosophica Hermetica', '2,4 kilometer', 'Hoofdweg en omgeving']"
"['Amsterdam Sloterdijk', '1,7 kilometer', 'Slotermeer-Zuidwest']","['Total Selfservicestation Vlughtlaan', '915 meter', 'Slotermeer-Zuidwest']","['Gaziantef Serif Oglu', '445 meter', 'Slotermeer-Zuidwest']","['Vlugt Openbare Basisschool Burgemeester De', '399 meter', 'Slotermeer-Zuidwest']","['Saamen1', '305 meter', 'Slotermeer-Zuidwest']","['Wissel De', '1,3 kilometer', 'Slotermeer-Zuidwest']","['Brothers Coffee Roastery', '346 meter', 'Slotermeer-Zuidwest']","['Tetauni Videotheek', '2,7 kilometer', 'Slotermeer-Zuidwest']","['Mulder D E', '529 meter', 'Slotermeer-Zuidwest']","['Tandartsenpraktijk Fallah', '995 meter', 'Slotermeer-Zuidwest']","[""Doel Lady's Only Fitnesscentrum Het"", '1,0 kilometer', 'Slotermeer-Zuidwest']","['Bibliotheca Philosophica Hermetica', '4,7 kilometer', 'Slotermeer-Zuidwest']"
"['Amsterdam Sloterdijk', '1,6 kilometer', 'Erasmuspark']","['Zwarte Pomp BV', '523 meter', 'Erasmuspark']","['JRV tropical food', '200 meter', 'Erasmuspark']","['ISL Basisschool Al Wafa Dependance', '135 meter', 'Erasmuspark']","['Bromtol Kinderdagverblijf De', '135 meter', 'Erasmuspark']","['ROC Op Maat West', '462 meter', 'Erasmuspark']","['Grand Café Fossa', '212 meter', 'Erasmuspark']","['Tetauni Videotheek', '741 meter', 'Erasmuspark']","['Puts - Kozlewicz huisarts K A', '152 meter', 'Erasmuspark']","['Kabboue M', '159 meter', 'Erasmuspark']","['MCHV', '438 meter', 'Erasmuspark']","['Bibliotheca Philosophica Hermetica', '2,3 kilometer', 'Erasmuspark']"
,,,,,,,,,,,
"['Amsterdam Lelylaan', '1,7 kilometer', 'Overtoomse Sluis']","['BP Commandeur', '1,0 kilometer', 'Overtoomse Sluis']","['Jumbo Supermarkten BV', '256 meter', 'Overtoomse Sluis']","['Amsterdam West Binnen De Ring', '579 meter', 'Overtoomse Sluis']","['Dromelot Kinderdagverblijf', '32 meter', 'Overtoomse Sluis']","['ABC Het', '579 meter', 'Overtoomse Sluis']","['Brugge Café Ter', '199 meter', 'Overtoomse Sluis']","['Filmclub Videotheek Overtoom', '120 meter', 'Overtoomse Sluis']","['Tot Z(Org) Van A', '312 meter', 'Overtoomse Sluis']","['E.A.S. Tandarts', '65 meter', 'Overtoomse Sluis']","['Bridesight Fitness en Fysiotherapie', '258 meter', 'Overtoomse Sluis']","['Praktizijns Sociëteit Bibliotheek', '2,0 kilometer', 'Overtoomse Sluis']"
"['Amsterdam Centraal', '2,2 kilometer', 'Da Costabuurt']","['Texaco Bem BV Selfservice', '445 meter', 'Da Costabuurt']","['Mihan', '301 meter', 'Da Costabuurt']","['Waterkant OBS Dalton De', '193 meter', 'Da Costabuurt']","['Noah Vlinder BV', '27 meter', 'Da Costabuurt']","['Samenwerkingsverband 28 2', '616 meter', 'Da Costabuurt']","['Champ Sportcafé The', '21 meter', 'Da Costabuurt']","['Super Videotheek De Sloterplas', '740 meter', 'Da Costabuurt']","['Huisartsenpraktijk Kwakersplein', '106 meter', 'Da Costabuurt']","['Bilderdijk Tandartsen', '154 meter', 'Da Costabuurt']","['Pilatesworks', '247 meter', 'Da Costabuurt']","['Bibliotheca Philosophica Hermetica', '957 meter', 'Da Costabuurt']"
"['Amsterdam RAI', '1,3 kilometer', 'Scheldebuurt']","['Hobbemakade Shell Station', '221 meter', 'Scheldebuurt']","['Albert Heijn', '728 meter', 'Scheldebuurt']","['Donge Openbare Basisschool', '440 meter', 'Scheldebuurt']","[""Oma's Oppasservice Amsterdam"", '26 meter', 'Scheldebuurt']","['Vossius Gymnasium', '381 meter', 'Scheldebuurt']","['The Cabin Mini-bar', '262 meter', 'Scheldebuurt']","['Filmclub Videotheek Cinemagic', '465 meter', 'Scheldebuurt']","['Prins en Tan Huisartspraktijk', '202 meter', 'Scheldebuurt']","['Meijer M P', '267 meter', 'Scheldebuurt']","['Apollo Health & Fitness', '231 meter', 'Scheldebuurt']","['Theosofische Bibliotheek', '1,3 kilometer', 'Scheldebuurt']"
"['Amsterdam Zuid', '1,8 kilometer', 'Willemspark']","['BP Commandeur', '894 meter', 'Willemspark']","['Organic Food For You', '375 meter', 'Willemspark']","['2e Dalton Basisschool', '433 meter', 'Willemspark']","['Bengeltjes NV', '309 meter', 'Willemspark']","['Amsterdams Lyceum Het', '331 meter', 'Willemspark']","['Waldeck', '209 meter', 'Willemspark']","['Lucky Star Videotheek', '684 meter', 'Willemspark']","['Korthals Altes-Levy H R', '332 meter', 'Willemspark']","['Tandartsenpraktijk Liem en Oei', '27 meter', 'Willemspark']","['Personal Healthclub', '565 meter', 'Willemspark']","['Praktizijns Sociëteit Bibliotheek', '1,5 kilometer', 'Willemspark']"
"['Amsterdam Zuid', '1,8 kilometer', 'Willemspark']","['BP Commandeur', '894 meter', 'Willemspark']","['Organic Food For You', '375 meter', 'Willemspark']","['2e Dalton Basisschool', '433 meter', 'Willemspark']","['Bengeltjes NV', '309 meter', 'Willemspark']","['Amsterdams Lyceum Het', '331 meter', 'Willemspark']","['Waldeck', '209 meter', 'Willemspark']","['Lucky Star Videotheek', '684 meter', 'Willemspark']","['Korthals Altes-Levy H R', '332 meter', 'Willemspark']","['Tandartsenpraktijk Liem en Oei', '27 meter', 'Willemspark']","['Personal Healthclub', '565 meter', 'Willemspark']","['Praktizijns Sociëteit Bibliotheek', '1,5 kilometer', 'Willemspark']"
"['Amsterdam Amstel', '665 meter', 'IJselbuurt']","['Total De Pijp', '979 meter', 'IJselbuurt']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '542 meter', 'IJselbuurt']","['RT Praktijk Hanneke de Boer Amsterdam', '545 meter', 'IJselbuurt']","['Marsepeintje Kinderdagverblijf Het', '345 meter', 'IJselbuurt']","['Stelle College', '367 meter', 'IJselbuurt']","['Hesp Café & Restaurant', '225 meter', 'IJselbuurt']","['Videoland', '558 meter', 'IJselbuurt']","['Vrijheidslaan Huisartsen Praktijk', '258 meter', 'IJselbuurt']","['Brameloblast', '279 meter', 'IJselbuurt']","['Kops Sportcentrum', '238 meter', 'IJselbuurt']","['Theosofische Bibliotheek', '430 meter', 'IJselbuurt']"
"['Amsterdam Amstel', '665 meter', 'IJselbuurt']","['Total De Pijp', '979 meter', 'IJselbuurt']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '542 meter', 'IJselbuurt']","['RT Praktijk Hanneke de Boer Amsterdam', '545 meter', 'IJselbuurt']","['Marsepeintje Kinderdagverblijf Het', '345 meter', 'IJselbuurt']","['Stelle College', '367 meter', 'IJselbuurt']","['Hesp Café & Restaurant', '225 meter', 'IJselbuurt']","['Videoland', '558 meter', 'IJselbuurt']","['Vrijheidslaan Huisartsen Praktijk', '258 meter', 'IJselbuurt']","['Brameloblast', '279 meter', 'IJselbuurt']","['Kops Sportcentrum', '238 meter', 'IJselbuurt']","['Theosofische Bibliotheek', '430 meter', 'IJselbuurt']"
"['Amsterdam Zuid', '1,9 kilometer', 'Museumkwartier']","['Hobbemakade Shell Station', '596 meter', 'Museumkwartier']","['Superstar Market', '558 meter', 'Museumkwartier']","['KunstKrul', '536 meter', 'Museumkwartier']","['KDV De Hoogvlieger', '60 meter', 'Museumkwartier']","['Montessori Lyceum Amsterdam (mavo)', '67 meter', 'Museumkwartier']","['Loetje Café', '52 meter', 'Museumkwartier']","['Filmclub Cinemagic', '601 meter', 'Museumkwartier']","['Schulte M', '116 meter', 'Museumkwartier']","['Bold R vd', '226 meter', 'Museumkwartier']","['Urban Wellness Concepts BV', '570 meter', 'Museumkwartier']","['Boekmanstichting Bibliotheek', '1,4 kilometer', 'Museumkwartier']"
"['Amsterdam Centraal', '1,3 kilometer', 'Haarlemmerbuurt']","['BP Nieuwe Hemweg', '1,7 kilometer', 'Haarlemmerbuurt']","['Spar Supermarkt', '145 meter', 'Haarlemmerbuurt']","['Montessorischool Eilanden De', '208 meter', 'Haarlemmerbuurt']","['KDV de Kleine Prins Amsterdam Stichting', '114 meter', 'Haarlemmerbuurt']","['Eilanden De', '208 meter', 'Haarlemmerbuurt']","['Pleinzicht Café', '313 meter', 'Haarlemmerbuurt']","['Videoplaza/Video International', '802 meter', 'Haarlemmerbuurt']","['A.L.L. huisarts', '343 meter', 'Haarlemmerbuurt']","['Crystal Clinics BV', '374 meter', 'Haarlemmerbuurt']","['Selsa', '828 meter', 'Haarlemmerbuurt']","['Bibliotheca Philosophica Hermetica', '1,4 kilometer', 'Haarlemmerbuurt']"
"['Amsterdam Amstel', '686 meter', 'Transvaalbuurt']","['Mobil Station Zeist', '733 meter', 'Transvaalbuurt']","['Vomar Voordeelmarkt B.V.', '389 meter', 'Transvaalbuurt']","['Siba/Abraham El Kalielschool', '132 meter', 'Transvaalbuurt']","['Karwowska Kinderopvang A', '243 meter', 'Transvaalbuurt']","['Metis Montessori Lyceum (AVO)', '578 meter', 'Transvaalbuurt']","['Oost Café', '106 meter', 'Transvaalbuurt']","['Movie MAX Moviestores', '602 meter', 'Transvaalbuurt']","['AGWaarneming', '249 meter', 'Transvaalbuurt']","['Farzan Khawaja', '352 meter', 'Transvaalbuurt']","['SportCity Amsterdam Wibautstraat', '432 meter', 'Transvaalbuurt']","['Theosofische Bibliotheek', '919 meter', 'Transvaalbuurt']"
