,Street,Zipcode,current_price,price_per_m2,Type,Construction_year,Living_area,LOT,Plot,Rooms,Bedrooms,treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,cafÃ©,(huis)arts,tandarts,fitnesscentrum,inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit,neighbourhood
1314,"Recht Boomssloot 41 Bg + I, 1011 CS Amsterdam",1011.0,998000.0,-,Woning,1940,,515.0,246.0,4,2,648.0,1800.0,180.0,50.0,304.0,737.0,101.0,171.0,114.0,172.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
1315,Bouwnummer 67,1095.0,761150.0, 4.451,Bovenwoning,-,171.0,513.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,"Leerdamhof 182, 1108 BR Amsterdam",1108.0,175000.0, 2.536,Bovenwoning,1979,69.0,220.0,,-,1,1500.0,1100.0,825.0,280.0,269.0,1300.0,1300.0,870.0,536.0,736.0,2.835,0.9964788732394367,1.293,0.11,0.08,0.32,0.3,0.19,0.56,0.18,0.26,1.695,0.58,0.25,0.17,"1,6",0.77,0.24,0.49,0.27,20.3,0.0202,Nellestein
1317,Johan Braakensiekhof 27,1068.0,1150000.0, 5.808,Eengezinswoning,1962,198.0,,,5,-,1400.0,512.0,948.0,365.0,452.0,673.0,392.0,321.0,386.0,237.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707,Osdorp-Oost
1318,Hugo de Grootplein 13 2,1052.0,289000.0, 6.422,Appartement,1900,45.0,112.0,,2,1,1900.0,382.0,117.0,154.0,341.0,435.0,86.0,158.0,130.0,121.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806,Frederik Hendrikbuurt
1319,"Eerste Jan Steenstraat 59, 1072 NC Amsterdam",1072.0,375000.0, 5.682,Woon-/winkelpand,1965,66.0,212.0,,3,-,1900.0,582.0,376.0,226.0,139.0,248.0,130.0,240.0,136.0,352.0,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601,Oude Pijp
1320,Ridderspoorweg 0 Ong,,795000.0, 4.676,Appartement,-,170.0,,,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,"Matrozenhof 27, 1018 ZP Amsterdam",1018.0,325000.0,,-,1005,51.0,191.0,,2,-,,,,,,,,,,,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901,
1322,Johan van Hasseltkade 26 P,,570000.0, 6.552,Studio,-,87.0,,,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,"Haarlemmerdijk 34 C, 1013 JD Amsterdam",1013.0,340000.0, 5.965,Appartement,1984,57.0,,,2,-,,,,,,,,,,,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603,
1324,Bouwnummer 65,1095.0,756708.0, 4.425,Bovenwoning,-,171.0,513.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Van Karnebeekstraat 12,1067.0,400000.0, 2.797,Eengezinswoning,2010,143.0,,130.0,7,5,3100.0,2000.0,546.0,255.0,175.0,2200.0,416.0,482.0,488.0,431.0,12.825,1.000780031201248,9.663,0.21,0.16,0.31,0.2,0.11,0.3,0.1,0.6,5.67,0.43,0.2,0.37,"2,2",0.62,0.09,0.45,0.46,15.5,0.1107,Geuzenveld
1326,"Valeriusstraat 200, 1075 GJ Amsterdam",1075.0,2200000.0, 7.407,Herenhuis,-,297.0,,,10,9,1700.0,565.0,412.0,547.0,319.0,251.0,361.0,210.0,49.0,491.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997,Willemspark
1327,Sint Jacobsstraat 1 C,1012.0,350000.0, 4.430,Bovenwoning,1995,79.0,240.0,,2,1,371.0,1500.0,68.0,388.0,271.0,147.0,9.0,233.0,253.0,71.0,4.47,1.4032258064516128,7.268,0.06,0.17,0.51,0.21,0.05,0.53,0.27,0.2,3.35,0.75,0.18,0.06,"1,3",0.71,0.28,0.36,0.36,21.8,0.0203,Burgwallen-Nieuwe Zijde
1328,Bonairestraat 71 Hs,1058.0,585000.0, 6.500,Benedenwoning,1930,90.0,246.0,,4,3,1500.0,1200.0,121.0,278.0,38.0,278.0,356.0,83.0,240.0,258.0,6.38,0.936267071320182,20.52,0.11,0.13,0.48,0.2,0.08,0.58,0.19,0.23,3.875,0.58,0.24,0.18,"1,6",0.76,0.2,0.41,0.39,18.8,0.0602,Westindische buurt
1329,Goeman Borgesiusstraat 4 B- 4 H,,360000.0,,-,1965,99.0,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Bouwnummer 90,1095.0,442787.0, 4.473,Bovenwoning,-,99.0,297.0,,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Bouwnummer 91,1095.0,442787.0, 4.473,Bovenwoning,-,99.0,297.0,,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Bouwnummer 72,1095.0,914277.0, 4.396,Bovenwoning,-,208.0,624.0,,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,Bouwnummer 64,1095.0,761150.0, 4.451,Bovenwoning,-,171.0,513.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Bouwnummer 104,1095.0,577101.0, 3.607,Eengezinswoning,-,160.0,480.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Bouwnummer 105,1095.0,592739.0, 3.705,Eengezinswoning,-,160.0,480.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Bouwnummer 118,1095.0,580738.0, 3.630,Eengezinswoning,-,160.0,480.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,Postjeskade 165 H,1058.0,575000.0, 7.468,Woning,1935,77.0,282.0,,3,2,1200.0,1100.0,135.0,485.0,100.0,618.0,206.0,349.0,122.0,409.0,6.38,0.936267071320182,20.52,0.11,0.13,0.48,0.2,0.08,0.58,0.19,0.23,3.875,0.58,0.24,0.18,"1,6",0.76,0.2,0.41,0.39,18.8,0.0602,Westindische buurt
1338,"Uithoornstraat 2 A Huis, 1078 SX Amsterdam",1078.0,685000.0, 5.905,Benedenwoning,-,116.0,,,4,3,539.0,1100.0,708.0,417.0,256.0,252.0,270.0,83.0,463.0,272.0,5.035,0.9254302103250477,19.6,0.12,0.11,0.41,0.25,0.11,0.59,0.19,0.22,3.145,0.61,0.2,0.19,"1,6",0.72,0.21,0.39,0.4,20.0,0.0707,IJselbuurt
1339,"Brouwersgracht 170 B, 1013 HB Amsterdam",1013.0,0.0,-,Dubbele bovenwoning,1906,79.0,300.0,,4,2,867.0,1400.0,434.0,249.0,130.0,646.0,51.0,158.0,189.0,664.0,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603,Haarlemmerbuurt
1340,"Fagelstraat 82 Ii, 1052 GH Amsterdam",1052.0,0.0,-,Appartement,1906,42.0,113.0,,2,1,1700.0,713.0,317.0,250.0,79.0,259.0,317.0,124.0,209.0,562.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806,Frederik Hendrikbuurt
1341,Valkenburgerstraat 107,1011.0,550000.0, 5.189,Bovenwoning,1998,106.0,325.0,,-,-,1100.0,2100.0,497.0,205.0,152.0,1100.0,125.0,521.0,93.0,98.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
1342,"Hobbemakade 24 I, 1071 XK Amsterdam",1071.0,700000.0, 7.692,Appartement,1913,91.0,,,3,-,2200.0,869.0,384.0,453.0,249.0,266.0,211.0,196.0,167.0,609.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,Museumkwartier
1343,"Singel 276, 1016 AC Amsterdam",1016.0,2850000.0,-,Grachtenpand,1750,,,60.0,-,-,1100.0,813.0,233.0,527.0,95.0,172.0,104.0,295.0,193.0,239.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01,Grachtengordel-West
1344,Bouwnummer 120,1095.0,592738.0, 3.682,Eengezinswoning,-,161.0,480.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Jan van Galenstraat 66 Iii,1056.0,425000.0, 4.830,Appartement,1933,88.0,,,5,3,,,,,,,,,,,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209,
1346,Lijnbaansgracht 335 K,1017.0,479000.0, 5.988,Woonboot,1924,80.0,160.0,1.0,5,2,2100.0,1200.0,280.0,97.0,323.0,280.0,113.0,88.0,207.0,72.0,6.975,1.0454545454545454,12.587,0.09,0.12,0.43,0.26,0.09,0.64,0.25,0.11,4.62,0.67,0.21,0.13,"1,5",0.73,0.36,0.33,0.31,26.3,0.0209,De Weteringschans
1347,Langswater 508,1069.0,0.0,-,Woon-/winkelpand,1967,70.0,221.0,,4,-,3000.0,1400.0,541.0,232.0,145.0,1200.0,520.0,510.0,141.0,925.0,5.185,0.9383177570093458,8.696,0.18,0.13,0.29,0.23,0.18,0.43,0.13,0.44,2.45,0.48,0.21,0.31,"2,0",0.63,0.11,0.45,0.44,16.4,0.0906,De Punt
1348,Pretoriusstraat 28-2 V,1092.0,195000.0, 7.500,Bovenwoning,1908,26.0,74.0,,1,1,,,,,,,,,,,9.295,1.018458197611292,25.2,0.17,0.16,0.37,0.24,0.07,0.35,0.13,0.52,4.955,0.55,0.18,0.27,"1,9",0.63,0.11,0.44,0.45,16.1,0.1407,
1349,"De Ruijterkade 140, 1011 AC Amsterdam",1011.0,4000000.0,-,Woning,1912,,2.123,241.0,14,2,,,,,,,,,,,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,
1350,Oeverpad 164,1068.0,275000.0, 3.438,Appartement,2007,80.0,245.0,,3,-,,,,,,,,,,,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707,
1351,"Burg Hogguerstraat 995, 1064 EE Amsterdam",1064.0,349000.0, 8.310,Woning,1966,42.0,,,-,-,,,,,,,,,,,16.07,1.0024922118380062,7.089,0.19,0.14,0.3,0.23,0.13,0.31,0.1,0.59,7.855,0.52,0.18,0.3,"2,0",0.59,0.11,0.44,0.45,16.3,0.1303,
1352,Beemsterstraat 442,1024.0,200000.0, 3.175,Bovenwoning,1966,63.0,193.0,,3,-,3900.0,3100.0,310.0,586.0,331.0,1600.0,242.0,300.0,162.0,402.0,12.21,0.8944918541505041,6.529,0.24,0.14,0.29,0.21,0.13,0.34,0.09,0.57,5.44,0.42,0.18,0.4,"2,2",0.63,0.11,0.49,0.4,16.8,0.1104,Nieuwendam-Noord
1353,Bouwnummer 119,1095.0,577101.0, 3.607,Eengezinswoning,-,160.0,480.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,"Sophialaan 19 -e, 1075 BL Amsterdam",1075.0,750000.0,-,Appartement,1906,,285.0,,3,2,1800.0,421.0,222.0,622.0,309.0,407.0,171.0,178.0,161.0,310.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997,Willemspark
1355,Bouwnummer 94,1095.0,429931.0, 4.343,Bovenwoning,-,99.0,297.0,,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,Bouwnummer 92,1095.0,445447.0, 4.499,Bovenwoning,-,99.0,297.0,,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Bouwnummer 66,1095.0,756708.0, 4.425,Bovenwoning,-,171.0,513.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,Oogststraat 89,1097.0,225000.0, 4.412,Benedenwoning,1924,51.0,190.0,,3,2,,,,,,,,,,,3.075,0.8807339449541284,2.84,0.1,0.07,0.25,0.31,0.27,0.68,0.11,0.21,1.95,0.61,0.23,0.16,"1,6",0.63,0.07,0.43,0.5,15.2,0.1001,
1359,Oostzaanstraat Ong,,765000.0,,-,2019,140.0,375.0,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Kazernestraat 8 C,1018.0,365000.0, 6.186,Appartement,1905,59.0,208.0,,2,1,740.0,1900.0,600.0,308.0,499.0,339.0,340.0,586.0,195.0,712.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004,Weesperbuurt en Plantage
1361,"Zwanenburgwal 272 Huis, 1011 JH Amsterdam",1011.0,875000.0, 7.172,Appartement,-,122.0,,,4,-,1200.0,1500.0,137.0,320.0,447.0,703.0,107.0,60.0,82.0,156.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
1362,"Levantplein 5, 1019 MA Amsterdam",1019.0,1650000.0, 6.445,Woning,1900,256.0,,,-,-,1900.0,2100.0,505.0,396.0,263.0,979.0,389.0,382.0,529.0,347.0,17.75,1.0367183017785429,11.717,0.2,0.08,0.39,0.29,0.04,0.62,0.16,0.22,8.775,0.43,0.25,0.33,"2,0",0.8,0.4,0.37,0.23,24.8,0.0408,Oostelijk Havengebied
1363,Cornelis Vermuydenstraat 64-4,1018.0,545000.0, 7.171,Woon-/winkelpand,2016,76.0,246.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Bouwnummer 89,1095.0,442787.0, 4.473,Bovenwoning,-,99.0,297.0,,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,"Prinses Marijkestraat 50 +garage, 1077 XD Amsterdam",1077.0,0.0,-,Woning,1954,,394.0,222.0,4,3,370.0,252.0,238.0,525.0,396.0,139.0,343.0,507.0,88.0,598.0,1.25,,1.067,0.16,0.1,0.27,0.25,0.22,0.63,0.25,0.12,715.0,0.59,0.2,0.21,"1,8",0.73,0.59,0.27,0.14,37.3,0.0,Station-Zuid WTC en omgeving
1366,"Haarlemmermeerstraat 146 Iii, 1058 KJ Amsterdam",1058.0,0.0,-,Dubbele bovenwoning,1930,51.0,464.0,,5,4,,,,,,,,,,,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401,
1367,"Rhijnvis Feithstraat 60 -hs, 1054 VA Amsterdam",1054.0,685000.0,-,Appartement,1906,,303.0,,4,3,1800.0,1100.0,318.0,467.0,92.0,467.0,96.0,326.0,130.0,273.0,7.235,0.9462365591397849,23.819,0.11,0.11,0.5,0.22,0.06,0.65,0.22,0.13,4.675,0.64,0.21,0.16,"1,5",0.76,0.26,0.39,0.35,20.3,0.05,Overtoomse Sluis
1368,"De Boelelaan 231, 1082 RA Amsterdam",1082.0,0.0,-,Appartement,1964,86.0,227.0,,3,2,572.0,537.0,712.0,286.0,286.0,757.0,426.0,373.0,446.0,414.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208,Buitenveldert-West
1369,"Derde Egelantiersdwarsstraat 13 -hs, 1015 SE Amsterdam",1015.0,925000.0, 8.043,Appartement,-,115.0,,,4,-,1400.0,729.0,387.0,177.0,104.0,399.0,101.0,172.0,30.0,178.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601,Jordaan
1370,"Eastonstraat 200, 1068 JG Amsterdam",1068.0,275000.0,,-,1963,92.0,276.0,,4,-,1400.0,251.0,517.0,480.0,288.0,594.0,304.0,63.0,241.0,485.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707,Osdorp-Oost
1371,Brouwersgracht 165 E,1015.0,285000.0, 7.308,Woonboot,1927,39.0,65.0,1.0,2,1,,,,,,,,,,,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601,
1372,Bouwnummer 103,1095.0,580738.0, 3.630,Eengezinswoning,-,160.0,480.0,,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,Bouwnummer 73,1095.0,910298.0, 4.597,Bovenwoning,-,198.0,594.0,,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Van Heenvlietlaan 392 Iv,1083.0,325000.0, 4.063,Bovenwoning,1965,80.0,245.0,,3,-,1400.0,565.0,250.0,212.0,771.0,368.0,745.0,218.0,138.0,904.0,7.105,0.7987341772151898,3.866,0.09,0.09,0.24,0.24,0.34,0.62,0.22,0.16,4.025,0.59,0.25,0.16,"1,6",0.66,0.3,0.38,0.32,23.6,0.0305,Buitenveldert-Oost
1375,"Johannes Vermeerstraat 50 Bov, 1071 DT Amsterdam",1071.0,1395000.0, 6.118,Bovenwoning,1913,228.0,665.0,,8,6,1900.0,550.0,594.0,522.0,103.0,101.0,14.0,121.0,187.0,561.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,Museumkwartier
1376,"Welnastraat 404 B, 1096 GJ Amsterdam",1096.0,699000.0, 5.295,Studio,2018,132.0,353.0,,4,3,,,,,,,,,,,2.01,,,0.04,0.42,0.35,0.15,0.04,0.63,0.18,0.19,1.48,0.8,0.15,0.06,"1,3",0.67,0.28,0.16,0.56,24.7,0.0005,
1377,Sijlhoff 34,1082.0,275000.0, 4.044,Bovenwoning,1961,68.0,,,3,2,,,,,,,,,,,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208,
1378,Veeteeltstraat 99,1097.0,255000.0, 4.904,Benedenwoning,1925,52.0,,,2,1,1300.0,1300.0,204.0,934.0,250.0,1600.0,90.0,84.0,469.0,979.0,3.075,0.8807339449541284,2.84,0.1,0.07,0.25,0.31,0.27,0.68,0.11,0.21,1.95,0.61,0.23,0.16,"1,6",0.63,0.07,0.43,0.5,15.2,0.1001,Betondorp
1379,Boerhaaveplein 21,1091.0,450000.0, 5.056,Appartement,1989,89.0,,,4,3,,,,,,,,,,,10.255,1.019704433497537,14.281,0.13,0.13,0.4,0.27,0.07,0.47,0.15,0.38,6.12,0.62,0.18,0.2,"1,7",0.68,0.14,0.42,0.44,17.2,0.1109,
1380,"Welnastraat 83, 1096 GJ Amsterdam",1096.0,194000.0, 6.929,Appartement,2015,28.0,,,2,1,,,,,,,,,,,2.01,,,0.04,0.42,0.35,0.15,0.04,0.63,0.18,0.19,1.48,0.8,0.15,0.06,"1,3",0.67,0.28,0.16,0.56,24.7,0.0005,
1381,"Hacquartstraat 17, 1071 SG Amsterdam",1071.0,3875000.0, 8.908,Tussenwoning,1926,435.0,1.564,251.0,-,-,1600.0,838.0,334.0,289.0,292.0,166.0,230.0,243.0,237.0,136.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,Museumkwartier
1382,"Staringplein 14 Hs, 1054 VL Amsterdam",1054.0,899000.0, 6.709,Appartement,-,134.0,,,5,-,2000.0,1300.0,555.0,425.0,117.0,425.0,80.0,306.0,68.0,431.0,7.235,0.9462365591397849,23.819,0.11,0.11,0.5,0.22,0.06,0.65,0.22,0.13,4.675,0.64,0.21,0.16,"1,5",0.76,0.26,0.39,0.35,20.3,0.05,Overtoomse Sluis
1383,Badhuiskade 281,,794659.0, 6.792,Appartement,-,117.0,,,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Badhuiskade 249,,783659.0, 6.698,Appartement,-,117.0,,,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,"Osdorperweg 90, 1066 EM Amsterdam",1066.0,0.0,-,Twee onder één kap,2002,176.0,,,6,4,3000.0,915.0,838.0,605.0,225.0,1300.0,500.0,546.0,330.0,983.0,14.995,0.9782321899736147,7.345,0.21,0.14,0.28,0.29,0.09,0.52,0.12,0.36,6.03,0.3,0.24,0.47,"2,5",0.74,0.26,0.43,0.31,20.8,0.030899999999999997,Middelveldsche Akerpolder en Sloten
1386,"Rijnsburgstraat 16 Huis, 1059 AV Amsterdam",1059.0,499000.0, 5.144,Woning,1930,97.0,429.0,,6,4,1600.0,356.0,114.0,792.0,240.0,266.0,176.0,157.0,136.0,450.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401,Hoofddorppleinbuurt
1387,"Saxen-weimarlaan 41 D, 1075 BZ Amsterdam",1075.0,2195000.0, 13.719,Appartement,1912,160.0,,,-,-,1700.0,346.0,122.0,668.0,259.0,452.0,73.0,81.0,217.0,210.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997,Willemspark
1388,"Binnenkant 22 D, 1011 BH Amsterdam",1011.0,1395000.0, 7.342,Woon-/winkelpand,1005,190.0,606.0,,4,3,603.0,1900.0,257.0,164.0,320.0,803.0,80.0,196.0,154.0,247.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
1389,"Rhijnvis Feithstraat 58 2, 1054 VA Amsterdam",1054.0,469000.0, 6.700,Woning,1911,70.0,231.0,,4,2,1800.0,1100.0,316.0,458.0,100.0,458.0,99.0,322.0,132.0,269.0,7.235,0.9462365591397849,23.819,0.11,0.11,0.5,0.22,0.06,0.65,0.22,0.13,4.675,0.64,0.21,0.16,"1,5",0.76,0.26,0.39,0.35,20.3,0.05,Overtoomse Sluis
1390,"Andries Copierstraat 74, 1061 SE Amsterdam",1061.0,0.0,-,Appartement,2009,80.0,260.0,,3,2,,,,,,,,,,,10.475,0.9839015151515151,7.2,0.21,0.19,0.33,0.18,0.1,0.26,0.09,0.65,4.75,0.49,0.19,0.33,"2,2",0.6,0.13,0.42,0.45,16.5,0.1208,
1391,"Overtoom 268 Huis, 1054 JB Amsterdam",1054.0,1515000.0, 6.794,Appartement,-,223.0,,,3,-,2400.0,1100.0,443.0,439.0,32.0,759.0,18.0,152.0,112.0,613.0,7.115,0.9203778677462888,21.356,0.13,0.11,0.44,0.25,0.07,0.66,0.22,0.12,4.46,0.64,0.19,0.18,"1,6",0.76,0.31,0.37,0.32,22.3,0.0405,Helmersbuurt
1392,"Argonautenstraat 44 I, 1076 KS Amsterdam",1076.0,0.0,-,Bovenwoning,1930,60.0,215.0,,3,2,,,,,,,,,,,12.07,1.0033195020746888,12.468,0.12,0.1,0.39,0.27,0.12,0.57,0.17,0.26,7.6,0.63,0.18,0.2,"1,6",0.63,0.22,0.4,0.38,19.7,0.08070000000000001,
1393,"Fannius Scholtenstraat 79 2, 1051 EW Amsterdam",1051.0,0.0,-,Appartement,1899,40.0,,,2,1,1800.0,950.0,183.0,112.0,89.0,302.0,46.0,158.0,219.0,761.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909,Staatsliedenbuurt
1394,Cornelis Krusemanstraat 733,,450000.0,-,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,"Fritz Conijnstraat 8 Hs, 1063 CC Amsterdam",1063.0,0.0,-,Appartement,1955,101.0,,,5,-,549.0,240.0,535.0,374.0,121.0,954.0,552.0,540.0,64.0,206.0,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306,Slotermeer-Noordoost
1396,Vegastraat 136,1033.0,0.0,-,Eengezinswoning,1937,85.0,302.0,133.0,5,4,3900.0,839.0,640.0,190.0,252.0,1000.0,1500.0,120.0,133.0,1800.0,10.38,0.9365671641791044,6.287,0.15,0.1,0.27,0.28,0.19,0.7,0.08,0.22,5.185,0.44,0.25,0.31,"2,0",0.69,0.08,0.45,0.47,15.3,0.060700000000000004,Tuindorp Oostzaan
1397,Joan Melchior Kemperstraat 83 -h,1051.0,300000.0, 5.660,Benedenwoning,1904,53.0,185.0,,-,1,,,,,,,,,,,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909,
