treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,videotheek,(huis)arts,tandarts,fitnesscentrum,bibliotheek
"['Amsterdam Sloterdijk', '1,7 kilometer']","['Esso Station FCA', '796 meter']","['Aydin Supermarkt', '171 meter']","['Narcis - Querido Openbare Basisschool', '283 meter']","['Kinderopvang Zonnehoekje NH BV', '35 meter']","['Marcanti College', '709 meter']","['Fluiter Café De', '79 meter']","['Super Videotheek De Sloterplas', '803 meter']","['Huisarts Leijssen H J H', '97 meter']","['Tandartspraktijk Amsterdam-West', '148 meter']","['Vries Fitnesscentrum Fysio Sport T A de', '237 meter']","['Bibliotheca Philosophica Hermetica', '1,8 kilometer']"
"['Amsterdam Centraal', '2,0 kilometer']","['Texaco Bem BV Selfservice', '1,2 kilometer']","['Sen Supermarkt', '179 meter']","['Kleine Reus Openbare Basisschool De', '332 meter']","['Baboffel Baby Kinderdagverblijf', '365 meter']","['Barlaeusgymnasium', '220 meter']","['Hans en Grietje Café', '15 meter']","['Filmclub Cinemagic', '1,2 kilometer']","['Huisartspraktijk De Wetering', '139 meter']","['Amsterdamse Tandartspraktijk Leidseplein', '91 meter']","['Fitnesscentrum Healthclub Amsterdam BV', '482 meter']","['Boekmanstichting Bibliotheek', '631 meter']"
,,,,,,,,,,,
"['Amsterdam Centraal', '2,2 kilometer']","['Esso Station FCA', '393 meter']","['Mihan', '265 meter']","['Waterkant OBS Dalton De', '188 meter']","['Kinderopvang De Liefde', '134 meter']","['Marcanti College', '409 meter']","['Mono Café', '102 meter']","['Super Videotheek De Sloterplas', '705 meter']","['Lobo', '285 meter']","['TTH Bilderdijk', '151 meter']","['Pilatesworks', '289 meter']","['Bibliotheca Philosophica Hermetica', '866 meter']"
"['Amsterdam Sloterdijk', '1,5 kilometer']","['Zwarte Pomp BV', '785 meter']","['Supermarkt Wiltzanghlaan', '399 meter']","['Tijl Uilenspiegel Openbare Basisschool', '220 meter']","['Atfal', '282 meter']","['ROC Op Maat West', '775 meter']","['Fluiter Café De', '312 meter']","['Super Videotheek De Sloterplas', '949 meter']","['Huisartsencentrum Pniël', '223 meter']","['Essenburg Mondzorg Van den', '81 meter']","['MCHV', '355 meter']","['Bibliotheca Philosophica Hermetica', '2,1 kilometer']"
"['Amsterdam RAI', '1,1 kilometer']","['Total De Pijp', '468 meter']","['Albert Heijn', '268 meter']","['Donge Openbare Basisschool', '327 meter']","['Riverpoint Naschoolse Opvang Het', '90 meter']","['Berlage Lyceum', '423 meter']","['Klasen Café', '179 meter']","['Filmclub Videotheek Cinemagic', '808 meter']","['Huob', '158 meter']","['Mark Touw Tandheelkunde', '98 meter']","['Kenpo Karate Academy', '565 meter']","['Theosofische Bibliotheek', '995 meter']"
"['Weesp', '1,9 kilometer']","['Shell SternEnergy', '1,1 kilometer']","['Extramarkt Bleijenberg', '318 meter']","['Cornelis Jetses', '163 meter']","['Voorschoolse Opvang KMN Kind & Co Driemond', '163 meter']","['Vechtstede College', '1,0 kilometer']","[""Gat van Weesp 't"", '1,6 kilometer']","['Movie MAX Moviestores', '3,9 kilometer']","['Gaalen S J M van en Lesterhuis J M', '828 meter']","['Tandheelkundig Centrum Weesp BV', '894 meter']","['FysioTrainingscentrum Weesp', '1,1 kilometer']","['Internationaal Instituut voor Sociale Geschiedenis', '9,0 kilometer']"
"['Amsterdam Lelylaan', '1,5 kilometer']","['BP Commandeur', '854 meter']","['Jumbo Supermarkten BV', '198 meter']","['Nautilus De', '701 meter']","['Voices 2', '54 meter']","['ABC Het', '722 meter']","['Brugge Café Ter', '101 meter']","['Filmclub Videotheek Overtoom', '161 meter']","['JSP Huisartsenzorg', '245 meter']","['Tandarts Nijssen', '150 meter']","['Bridesight Fitness en Fysiotherapie', '280 meter']","['Praktizijns Sociëteit Bibliotheek', '2,0 kilometer']"
"['Amsterdam Lelylaan', '1,6 kilometer']","['BP Commandeur', '536 meter']","['Albert Heijn Supermarkt', '202 meter']","['Nautilus De', '700 meter']","['Kinderdagverblijf Klein & Co BV', '45 meter']","['Amsterdams Lyceum Het', '679 meter']","['Doofpot Café De', '44 meter']","['Lucky Star Videotheek', '118 meter']","['Kaymed', '133 meter']","['Brandon Dental', '179 meter']","['IFit Health Station', '348 meter']","['Praktizijns Sociëteit Bibliotheek', '1,7 kilometer']"
"['Amsterdam Zuid', '607 meter']","['NRGValue Retail Nederland BV', '556 meter']","['Food Village WTC', '753 meter']","['12e Montessorischool De Stern', '241 meter']","['Kinderopvang Hestia BSO', '241 meter']","['Nicolaas Lyceum Sint', '802 meter']","['Saigon Café Gelderlandplein', '383 meter']","['Filmclub Buitenveldert', '748 meter']","['Acupunctuurarts Praktijk Tjiong', '347 meter']","['Tandarts Karwar', '456 meter']","['Clubsportive Zuidas', '437 meter']","['Praktizijns Sociëteit Bibliotheek', '984 meter']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Lelylaan', '1,8 kilometer']","['BP Commandeur', '1,2 kilometer']","['Jumbo Supermarkten BV', '370 meter']","['ABC Het', '472 meter']","['Kleine Kroon Gastouderbureau De', '61 meter']","['ABC Het', '472 meter']","['Overtoom Café', '44 meter']","['Filmclub Videotheek Overtoom', '265 meter']","['Tot Z(Org) Van A', '376 meter']","['Bakker Dental', '142 meter']","['Brightside Fitness & Fysiotherapie', '323 meter']","['Boekmanstichting Bibliotheek', '2,0 kilometer']"
"['Amsterdam Centraal', '1,5 kilometer']","['Texaco Bem BV Selfservice', '924 meter']","['MNM Store', '327 meter']","['Hulpjuf.nl', '661 meter']","['Consilium BV', '406 meter']","['Art of Colors Opleidingen', '202 meter']","['Wine Bar De Compagnon', '124 meter']","['Weng Joeng Hong', '1,2 kilometer']","['Oude Turfmarkt Huisartsenpraktijk', '352 meter']","['Vermaat Tandartspraktijk H W', '103 meter']","['Aerobic en Fitness Studio 21', '174 meter']","['Boekmanstichting Bibliotheek', '164 meter']"
"['Amsterdam Lelylaan', '1,8 kilometer']","['BP Commandeur', '983 meter']","['Jumbo Supermarkten BV', '338 meter']","['Amsterdam West Binnen De Ring', '624 meter']","['Dromelot Kinderdagverblijf', '52 meter']","['ABC Het', '624 meter']","['Overtoom Café', '190 meter']","['Filmclub Videotheek Overtoom', '201 meter']","['Tot Z(Org) Van A', '395 meter']","['E.A.S. Tandarts', '145 meter']","['Bridesight Fitness en Fysiotherapie', '340 meter']","['Praktizijns Sociëteit Bibliotheek', '2,0 kilometer']"
"['Amsterdam Lelylaan', '1,8 kilometer']","['BP Commandeur', '983 meter']","['Jumbo Supermarkten BV', '338 meter']","['ABC Het', '624 meter']","['Dromelot Kinderdagverblijf', '52 meter']","['ABC Het', '624 meter']","['Overtoom Café', '190 meter']","['Filmclub Videotheek Overtoom', '201 meter']","['Tot Z(Org) Van A', '395 meter']","['E.A.S. Tandarts', '145 meter']","['Bridesight Fitness en Fysiotherapie', '340 meter']","['Praktizijns Sociëteit Bibliotheek', '2,0 kilometer']"
"['Amsterdam Centraal', '2,0 kilometer']","['BP Nieuwe Hemweg', '1,0 kilometer']","['Spar Supermarkt', '553 meter']","['Elisabeth Paulusschool', '223 meter']","['Esther Distelbrink', '88 meter']","['Het 4e Gymnasium', '476 meter']","['Shaquille Café', '576 meter']","['Videoplaza/Video International', '684 meter']","['Overman Huisarts B', '368 meter']","['Houtrak Sociaal Medisch Centrum', '37 meter']","['Selsa', '139 meter']","['Bibliotheca Philosophica Hermetica', '1,7 kilometer']"
"['Amsterdam Lelylaan', '3,2 kilometer']","['Demarol Badhoevedrop', '1,1 kilometer']","['Oz Derya BV', '381 meter']","['Horizon Openbare Dalton Basisschool De', '16 meter']","['Peuterspeelzaal Boris Beer', '359 meter']","['Calandlyceum', '1,3 kilometer']","['Silvestre Benelux BV Café', '864 meter']","['Filmclub Videotheek Osdorp', '174 meter']","['Gezondheidscentrum De Vaart SAG', '173 meter']","['Barends Tandartspraktijk M', '126 meter']","['Friends 4 Life BV Fitnessclub', '1,3 kilometer']","['Praktizijns Sociëteit Bibliotheek', '5,5 kilometer']"
"['Amsterdam Amstel', '1,5 kilometer']","['Total De Pijp', '249 meter']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '432 meter']","['Scholekster 9e Montessori De', '70 meter']","['Iduna BSO', '44 meter']","['Berlage Lyceum', '285 meter']","[""Dopey's Elixer Café"", '194 meter']","['Filmclub Videotheek Cinemagic', '397 meter']","['Blanksma H M', '286 meter']","['Tan K B', '263 meter']","['Kenpo Karate Academy', '267 meter']","['Theosofische Bibliotheek', '620 meter']"
"['Amsterdam Amstel', '2,0 kilometer']","['Total De Pijp', '742 meter']","['Daily Fresh & Go BV', '179 meter']","['Oscar Carré Kunstmagneetschool', '223 meter']","[""Guusje's Zonnekinderen"", '218 meter']","['Montessori Lyceum Amsterdam', '372 meter']","['Eddy Café Bar', '56 meter']","['Filmclub Cinemagic', '441 meter']","['Mulder Huisartsenpraktijk Geert', '229 meter']","['N.G.S. Tandarts', '135 meter']","['Your Future Fitness Center', '363 meter']","['Theosofische Bibliotheek', '1,0 kilometer']"
,,,,,,,,,,,
"['Amsterdam Centraal', '2,5 kilometer']","['Esso Station FCA', '512 meter']","['Imazigen Slager', '469 meter']","['Binnen De Ring Amsterdam West', '133 meter']","['Olevantjes Kinderopvang De', '149 meter']","['Marcanti College', '429 meter']","['Juicebrothers Admiraal de Ruijterweg', '139 meter']","['Super Videotheek De Sloterplas', '364 meter']","['DJV Waarnemingen', '154 meter']","['Tandarts TSA Ottens', '153 meter']","['Mij. Kamala', '557 meter']","['Bibliotheca Philosophica Hermetica', '1,2 kilometer']"
,,,,,,,,,,,
"['Amsterdam Sloterdijk', '2,3 kilometer']","['BP Nieuwe Hemweg', '484 meter']","['Aps Nieuwersluis', '738 meter']","['Schoolbuurtwerk IJsterk', '226 meter']","['Mark Manny The', '229 meter']","['Het 4e Gymnasium', '359 meter']","['Shaquille Café', '886 meter']","['Videoplaza/Video International', '1,0 kilometer']","['Overman Huisarts B', '233 meter']","['Graaf M de', '363 meter']","['Selsa', '418 meter']","['Bibliotheca Philosophica Hermetica', '2,2 kilometer']"
"['Amsterdam Lelylaan', '608 meter']","['Shell Station Postjesweg', '838 meter']","['Avondwinkel Uno', '473 meter']","['Pro Regeschool', '256 meter']","['Pluizenbolletje', '76 meter']","['Hervormd Lyceum West', '360 meter']","['Rooseboom Café De', '814 meter']","['Sloterplas Cinema Super Videotheek De', '346 meter']","['Huisartspraktijk Jan Toorop', '863 meter']","['Tandartsenpraktijk Johan Huizingalaan', '157 meter']","['Fitness Centre Palestra', '904 meter']","['Praktizijns Sociëteit Bibliotheek', '3,6 kilometer']"
"['Amsterdam Lelylaan', '2,0 kilometer']","['Tankstation Baarsjes West', '265 meter']","['Mercator Avondverkoop', '127 meter']","['Boekdrukker Basisschool Rosa', '202 meter']","['Pinguïns Gastouderopvang', '159 meter']","['ROC Op Maat', '623 meter']","[""Cheech en Chong's"", '129 meter']","['Naseeb Videotheek', '238 meter']","['Huisartspraktijk Willem S van Randen', '296 meter']","['Gulveren', '194 meter']","['Mij. Kamala', '310 meter']","['Bibliotheca Philosophica Hermetica', '2,0 kilometer']"
"['Amsterdam Sloterdijk', '2,2 kilometer']","['Esso Station FCA', '986 meter']","['Bijkerk De Zuivelshop J', '289 meter']","['Bron Rooms Katholieke Basisschool De', '423 meter']","['Kinderdagverblijf Ko', '315 meter']","['Maria Nguyen', '72 meter']","[""C'est La Vie Café"", '327 meter']","['Platebank BV', '418 meter']","['Bevers Huisartsenpraktijk', '372 meter']","['Parodontologie en Implantologie Praktijk Amsterdam', '380 meter']","['Selsa', '764 meter']","['Bibliotheca Philosophica Hermetica', '1,4 kilometer']"
"['Amsterdam Centraal', '1,6 kilometer']","['Texaco Bem BV Selfservice', '300 meter']","['Roos Market', '43 meter']","['Jordaan 14e Montessorischool', '270 meter']","[""Klaproosje Kinderdagverblijf 't"", '308 meter']","['Samenwerkingsverband 28 2', '152 meter']","['Marcia Bar/Dancing', '47 meter']","['Platebank BV', '1,1 kilometer']","['Roos Medical Services', '173 meter']","['Blue Penguin', '72 meter']","['Health Club Jordaan', '135 meter']","['Bibliotheca Philosophica Hermetica', '328 meter']"
"['Amsterdam Zuid', '1,4 kilometer']","['Europaboulevard Shell Station', '1,3 kilometer']","[""David's Corner"", '532 meter']","['KBA Nw West Stichting', '168 meter']","['Au Pair Agency Mondial', '165 meter']","['Stichting Ceder Groep', '351 meter']","['Café de Ouwe Garde', '628 meter']","['Filmclub Buitenveldert', '559 meter']","['Haan Huisarts J H den', '39 meter']","['Zopfi Tandarts Z P E', '114 meter']","['Ten Fit Fitnesscentrum', '452 meter']","['Praktizijns Sociëteit Bibliotheek', '1,7 kilometer']"
,,,,,,,,,,,
"['Amsterdam Centraal', '3,7 kilometer']","['Total Selfservicestation Kadoelen', '1,8 kilometer']","['Zargar-Shakouri S', '637 meter']","[""Boven 't IJ Montessorischool"", '655 meter']","['Wereldkind Kinderdagverblijf', '661 meter']","['Bredero Mavo', '444 meter']","['JAN Stichting Studentencafé', '575 meter']","['Eurocorner', '2,9 kilometer']","['Poelgeest', '650 meter']","['Tandartspraktijk Amsterdam Noord', '658 meter']","['Cardio Candy', '1,1 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '2,9 kilometer']"
"['Diemen', '2,4 kilometer']","['Shell Station Kriterion', '2,2 kilometer']","['Multi Tokorien IJburg', '867 meter']","['Olympus Openbare Basisschool', '314 meter']","['Kinderster BV De', '31 meter']","['LUCA Praktijkschool', '3,6 kilometer']","['Café Blond B.V.', '1,4 kilometer']","['Movie MAX Moviestores', '4,2 kilometer']","['Gezondheidscentrum Haveneiland SAG', '368 meter']","['Confidental Tandartsen', '134 meter']","['Fitness Center IJburg BV', '77 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '4,1 kilometer']"
"['Amsterdam Centraal', '2,1 kilometer']","['Esso Station FCA', '389 meter']","['Prijatelji CV', '650 meter']","['Bron Rooms Katholieke Basisschool De', '481 meter']","['Pomydo Kinderdagverblijf', '322 meter']","['Cartesius Lyceum', '417 meter']","['Café Sting The', '292 meter']","['Platebank BV', '413 meter']","['Gezondheidscentrum Staatsliedenbuurt SAG', '158 meter']","['Lengkeek F', '377 meter']","['Vries Fitnesscentrum Fysio Sport T A de', '633 meter']","['Bibliotheca Philosophica Hermetica', '1,0 kilometer']"
"['Amsterdam Amstel', '580 meter']","['Total De Pijp', '1,0 kilometer']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '824 meter']","['Catharinaschool Sint', '232 meter']","['KDV Lancelot', '75 meter']","['Stelle College', '358 meter']","['Kraantje Lek', '119 meter']","['Videoland', '838 meter']","['Thung Huisartspraktijk H S', '97 meter']","['Tandartspraktijk Uiterwaardenstraat', '370 meter']","[""Aaron's Personal Training"", '106 meter']","['Theosofische Bibliotheek', '766 meter']"
"['Amsterdam Lelylaan', '2,5 kilometer']","['Texaco Benzinestation Osdorp', '1,2 kilometer']","['Ikram Supermarkt', '156 meter']","['Kraemerschool Prof dr H', '97 meter']","['Mammy Daycare', '120 meter']","['Calandlyceum', '1,2 kilometer']","[""Pitje Bruin Café 't"", '139 meter']","['Filmclub Videotheek Osdorp', '1,7 kilometer']","['Keimpema J C van en Mok mw E', '132 meter']","['Yilmaz Nurcan', '111 meter']","['Meer & Vaart Fitness', '533 meter']","['Praktizijns Sociëteit Bibliotheek', '5,4 kilometer']"
"['Amsterdam Sloterdijk', '4,6 kilometer']","['Driesprong Brandstoffen Exploitatie BV', '745 meter']","['Van der Velde & Eveleens VOF', '445 meter']","['Krijtmolen Openbare Basisschool De', '610 meter']","['N. Kappelhof t.h.o.d.n. Gastvrij Zuid-Holland', '253 meter']","['Praktijkcollege Noord', '243 meter']","['Borrelz', '1,8 kilometer']","['Eurocorner', '934 meter']","['Huisartsenpraktijk Molenwijk', '736 meter']","['Schröder Tandartsenpraktijk Reinier', '812 meter']","['Play-Fit', '1,6 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '2,5 kilometer']"
"['Amsterdam Centraal', '2,1 kilometer']","['Esso Station FCA', '217 meter']","['Prijatelji CV', '349 meter']","['Waterkant OBS Dalton De', '341 meter']","['Liefde Werkt', '140 meter']","['Marcanti College', '266 meter']","['Mono Café', '263 meter']","['Super Videotheek De Sloterplas', '727 meter']","['Scholtens A F J', '391 meter']","['AAAW Algemene Avond- & Weekend Spoedopvang', '272 meter']","['Shape', '355 meter']","['Bibliotheca Philosophica Hermetica', '876 meter']"
"['Amsterdam Centraal', '1,6 kilometer']","['BP Nieuwe Hemweg', '1,4 kilometer']","['Spar Supermarkt', '136 meter']","['Alles in 1 school De Zeeheld', '276 meter']","['Regenboog Kinderdagverblijf IJsterk', '83 meter']","['Eilanden De', '435 meter']","['Clown Café-Koffiehuis De', '396 meter']","['Videoplaza/Video International', '723 meter']","['A.L.L. huisarts', '368 meter']","['PKH Tandarts', '215 meter']","['Selsa', '557 meter']","['Bibliotheca Philosophica Hermetica', '1,5 kilometer']"
,,,,,,,,,,,
"['Amsterdam Sloterdijk', '1,7 kilometer']","['Total Selfservicestation Vlughtlaan', '449 meter']","['Dekamarkt', '291 meter']","['Vlugt Openbare Basisschool Burgemeester De', '449 meter']","['PVO Noordmans', '222 meter']","['Wissel De', '586 meter']","['Café De Zevende Hemel Amsterdam', '201 meter']","['Tetauni Videotheek', '1,9 kilometer']","['KR Healthcare', '234 meter']","['Tandarts Peek', '341 meter']","['Healthcenter Sloterpark', '830 meter']","['Bibliotheca Philosophica Hermetica', '4,1 kilometer']"
"['Amsterdam Amstel', '2,1 kilometer']","['Total Selfservicestation De Pijp', '1,1 kilometer']","['Superstar Market', '288 meter']","['Kleine Reus Openbare Basisschool De', '220 meter']","['Oppas020', '230 meter']","['Luzac College Amsterdam', '396 meter']","['Mulder Café', '188 meter']","[""Ram's Filmclub"", '724 meter']","['Huisartsenpraktijk E T C Kelling en O L A van der Clingel', '40 meter']","['Greef Tandartspraktijk J F de', '104 meter']","['Fit For Free Amsterdam Lijnbaansgracht', '79 meter']","['Zeemanshoop Koninklijk College', '875 meter']"
"['Amsterdam Muiderpoort', '1,1 kilometer']","['Mobil Station Zeist', '1,1 kilometer']","['Cappadocia', '681 meter']","['Kaap Openbare Basisschool De', '219 meter']","['Tante Daan Gastouder', '37 meter']","['Metis Montessori Lyceum (AVO)', '334 meter']","['A Cote', '108 meter']","['Movie MAX Moviestores', '214 meter']","['AGWaarneming', '168 meter']","['Tandartsspoedpraktijk', '249 meter']","['Only 4 Ladies', '169 meter']","['Theosofische Bibliotheek', '913 meter']"
,,,,,,,,,,,
"['Amsterdam Zuid', '1,8 kilometer']","['BP Commandeur', '1,2 kilometer']","['Organic Food For You', '68 meter']","['2e Dalton Basisschool', '403 meter']","['Bengeltjes NV', '112 meter']","['Joke Smit College Vavo (ROC Van Amsterdam)', '538 meter']","['Waldeck', '131 meter']","['Filmclub Videotheek Overtoom', '966 meter']","['Korthals Altes-Levy H R', '318 meter']","['EviDental', '100 meter']","['Urban Wellness Concepts BV', '401 meter']","['Praktizijns Sociëteit Bibliotheek', '1,6 kilometer']"
"['Amsterdam Centraal', '1,5 kilometer']","['Texaco Bem BV Selfservice', '575 meter']","['Pinguin Avond- & Dagsupermarkt De', '210 meter']","['Jordaan 14e Montessorischool', '345 meter']","['Kids & Zo Centrum', '180 meter']","['Art of Colors Opleidingen', '209 meter']","['Pels De', '37 meter']","['Weng Joeng Hong', '1,3 kilometer']","['Huisarts aan de Herengracht', '182 meter']","['Tandartsen aan de Herengracht', '182 meter']","['Health and Fitness Management BV', '205 meter']","['Boekmanstichting Bibliotheek', '199 meter']"
